sitename,county,aqi,pollutant,status,so2_conc,so2_avg_conc,co_conc,co_8hr_conc,o3_conc,o3_8hr_conc,pm10_conc,pm10_avg_conc,pm2.5_conc,pm2.5_avg_conc,no2_conc,nox_conc,no_conc,windspeed,winddirec,datacreationdate,longitude,latitude,siteid,unit
竹東,新竹縣,22,,良好,2.2,1,0.22,0.1,13,13,9,8,4,5.5,8,11.3,2.9,1.6,149.0,"2025-11-24 08:00",121.08895493,24.74091408,23,
湖口,新竹縣,59,細懸浮微粒,普通,1.4,1,0.42,0.2,10,11,52,28,24,15.4,18,24.7,6.5,1.3,159.0,"2025-11-24 08:00",121.03886894,24.90009696,22,
龍潭,桃園市,53,細懸浮微粒,普通,0.9,1,0.33,0.2,8,18,15,23,7,13.2,15,23.9,8.3,1.5,138.0,"2025-11-24 08:00",121.21645772,24.86400048,21,
平鎮,桃園市,58,細懸浮微粒,普通,0.4,0,0.57,0.2,9,15,40,30,20,15.2,25,34.4,9,0.5,204.0,"2025-11-24 08:00",121.203986,24.952786,20,
觀音,桃園市,65,細懸浮微粒,普通,1.6,1,0.43,0.2,8,14,52,28,27,17.5,18,25.5,7.3,0.2,93.0,"2025-11-24 08:00",121.08283092,25.03556747,19,
大園,桃園市,56,細懸浮微粒,普通,0.7,1,0.38,0.2,4,12,31,26,17,14.2,22,41.5,19.1,1.2,130.0,"2025-11-24 08:00",121.20251473,25.06100357,18,
桃園,桃園市,54,二氧化氮,普通,1.6,0,0.69,0.2,1,18,21,21,14,12.7,26,50.2,23.9,0.5,194.0,"2025-11-24 08:00",121.30500531,24.9947107,17,
大同,臺北市,54,二氧化氮,普通,2.1,1,1.97,0.5,0,16,22,18,12,12,26,110.4,83.5,-,-,"2025-11-24 08:00",121.51342074,25.06331455,16,
松山,臺北市,57,細懸浮微粒,普通,1.3,1,0.54,0.2,1,13,20,22,15,14.7,26,62.5,36,0.5,98.0,"2025-11-24 08:00",121.578611,25.05,15,
古亭,臺北市,37,,良好,1.2,1,0.35,0.1,9,20,17,16,8,9.1,14,20.1,5.3,0.7,226.0,"2025-11-24 08:00",121.529556,25.020608,14,
萬華,臺北市,40,,良好,0.9,1,0.38,0.2,8,20,11,17,10,9.8,17,23.7,6.5,0.8,146.0,"2025-11-24 08:00",121.507972,25.046503,13,
中山,臺北市,50,,良好,0.7,0,0.32,0.2,12,22,14,20,14,12.3,13,17.9,4.5,0.8,147.0,"2025-11-24 08:00",121.526528,25.062361,12,
士林,臺北市,51,二氧化氮,普通,1.3,1,0.36,0.1,7,26,25,18,12,11.2,22,37.3,15.3,0.8,208.0,"2025-11-24 08:00",121.51666356,25.10334003,11,
淡水,新北市,45,,良好,1.2,1,0.45,0.2,6,26,27,19,9,11.1,19,29.2,9.6,1.1,140.0,"2025-11-24 08:00",121.449239,25.1645,10,
林口,新北市,55,二氧化氮,普通,1.4,1,0.65,0.2,7,26,47,23,20,12.7,28,75.5,47.5,0.8,135.0,"2025-11-24 08:00",121.36548982,25.07798949,9,
菜寮,新北市,52,二氧化氮,普通,0.4,0,0.67,0.3,5,18,20,20,9,9.2,23,39.6,15.7,1.6,191.0,"2025-11-24 08:00",121.481028,25.06895,8,
新莊,新北市,47,,良好,0.5,0,0.57,0.2,5,16,47,28,11,11,18,30.1,11.7,0.6,210.0,"2025-11-24 08:00",121.4325,25.037972,7,
板橋,新北市,52,二氧化氮,普通,1.3,1,0.72,0.3,1,16,20,17,13,12.5,23,59.1,35.6,0.9,137.0,"2025-11-24 08:00",121.458667,25.012972,6,
土城,新北市,45,,良好,0.6,0,0.59,0.2,1,15,24,19,11,10.5,19,55.8,36.2,0.9,231.0,"2025-11-24 08:00",121.451861,24.982528,5,
新店,新北市,40,,良好,0.8,0,0.44,0.2,9,19,22,17,10,9.8,17,30.1,12.8,1.6,191.0,"2025-11-24 08:00",121.537778,24.977222,4,
汐止,新北市,56,細懸浮微粒,普通,1.8,1,0.45,0.2,1,5,24,22,15,14.5,24,66.8,42.5,0.5,63.0,"2025-11-24 08:00",121.64081,25.06624,2,
基隆,基隆市,42,,良好,1.1,1,0.9,0.3,1,4,21,19,11,10.3,17,58.9,41.1,0.4,281.0,"2025-11-24 08:00",121.760056,25.129167,1,
屏東(枋山),屏東縣,70,細懸浮微粒,普通,0.2,1,0.22,0.2,31,44,29,31,18,19.4,6,6.7,0.6,2.0,75.0,"2025-11-24 07:00",120.651472,22.260899,313,
臺南（南化）,臺南市,66,細懸浮微粒,普通,0.2,0,0.19,0.1,4,4,15,21,20,17.8,1,3.3,1.6,,256.0,"2025-11-24 07:00",120.44583156,23.04562013,312,
新北(樹林),新北市,38,,良好,0.7,0,0.32,0.1,5,16,11,11,10,9.2,16,34,17.6,0.0,22.0,"2025-11-24 07:00",121.38352778,24.94902778,311,
台中市（和平區）,臺中市,24,,良好,0.3,0,0.23,0.1,13,18,8,7,3,3.7,10,26.1,15.7,0.0,281.0,"2025-11-24 07:00",120.883858,24.174592,310,
屏東（琉球）,屏東縣,93,細懸浮微粒,普通,3.2,2,0.4,0.4,21,21,51,64,31,28,15,16.1,0.8,1.2,341.0,"2025-11-24 07:00",120.37722,22.35222,204,
南投（鹿谷）,南投縣,51,細懸浮微粒,普通,1.4,1,0.14,0.1,44,49,16,19,11,12.6,2,3.2,0.9,0.3,192.0,"2025-11-24 07:00",120.7944772,23.71867609,203,
高雄（湖內）,高雄市,89,細懸浮微粒,普通,1,1,0.37,0.3,5,11,55,59,27,26.4,17,22.7,5.6,0.6,75.0,"2025-11-24 07:00",120.24535,22.87985556,202,
宜蘭（三星）,宜蘭縣,24,,良好,1.1,1,0.08,0,15,14,10,9,2,6,0,0.4,0,3.0,265.0,"2025-11-24 07:00",121.6565272,24.6757916,201,
員林,彰化縣,99,細懸浮微粒,普通,1.1,1,0.3,0.3,19,14,34,44,28,30.1,5,7.2,1.3,1.0,59.0,"2025-11-24 07:00",120.5631893,23.9615945,139,
大城,彰化縣,116,細懸浮微粒,對敏感族群不健康,1.5,1,0.32,0.2,5,12,102,74,51,36.4,9,11.6,2,1.1,344.0,"2025-11-24 07:00",120.26964167,23.85493056,85,
富貴角,新北市,52,懸浮微粒,普通,2.5,0,0.09,0,33,38,41,32,12,11.6,2,2.9,0,0.1,94.0,"2025-11-24 07:00",121.53656894,25.29681695,84,
麥寮,雲林縣,98,細懸浮微粒,普通,1.2,1,0.38,0.3,4,13,75,62,40,29.7,9,12.5,2.6,0.5,37.0,"2025-11-24 07:00",120.251825,23.753506,83,
關山,臺東縣,39,,良好,0.4,0,0.13,0.1,7,17,11,17,5,9.6,2,4.2,1.2,0.7,297.0,"2025-11-24 07:00",121.161933,23.045083,80,
馬公,澎湖縣,64,細懸浮微粒,普通,0,0,0.16,0.1,49,48,36,39,17,17.4,2,2.5,0.4,3.0,358.0,"2025-11-24 07:00",119.566158,23.569031,78,
金門,金門縣,99,細懸浮微粒,普通,1.1,1,0.35,0.3,9,23,56,53,37,30.2,24,26.6,1.8,1.1,330.0,"2025-11-24 07:00",118.312256,24.432133,77,
馬祖,連江縣,69,細懸浮微粒,普通,2.2,0,0.42,0.3,37,49,39,36,18,19.1,7,8.7,0.9,2.4,336.0,"2025-11-24 07:00",119.952724,26.153736,75,
埔里,南投縣,60,細懸浮微粒,普通,1.3,0,0.31,0.2,3,10,15,17,13,15.8,6,8.4,2.3,0.4,239.0,"2025-11-24 07:00",120.967903,23.968842,72,
復興,高雄市,108,細懸浮微粒,對敏感族群不健康,1.2,2,0.48,0.3,16,17,49,63,26,33.3,19,23,3.1,0.4,133.0,"2025-11-24 07:00",120.312017,22.608711,71,
永和,新北市,46,,良好,0.6,0,0.64,0.3,7,19,12,21,7,11.4,15,30.8,15.6,0.7,100.0,"2025-11-24 07:00",121.516306,25.017,70,
竹山,南投縣,81,細懸浮微粒,普通,1.1,1,0.23,0.2,8,15,37,36,24,23.4,6,7.5,0.7,1.0,116.0,"2025-11-24 07:00",120.677306,23.756389,69,
中壢,桃園市,61,細懸浮微粒,普通,0.9,1,1.05,0.4,8,14,54,29,27,16.3,24,66.6,41.7,0.4,185.0,"2025-11-24 07:00",121.221667,24.953278,68,
三重,新北市,56,細懸浮微粒,普通,0.7,0,1.11,0.5,1,7,21,23,11,14.2,28,116.7,87.7,-,-,"2025-11-24 07:00",121.493806,25.072611,67,
冬山,宜蘭縣,35,,良好,1,0,0.23,0.1,6,10,14,21,7,8.5,7,9.9,2.6,0.3,319.0,"2025-11-24 07:00",121.792928,24.632203,66,
宜蘭,宜蘭縣,37,,良好,1,1,0.17,0.1,17,19,14,14,7,9.2,1,2.1,0.6,0.7,276.0,"2025-11-24 07:00",121.746394,24.747917,65,
陽明,臺北市,35,,良好,1.5,1,0.15,0.1,35,38,19,18,6,7.6,0,1.8,1.1,2.0,190.0,"2025-11-24 07:00",121.529583,25.182722,64,
花蓮,花蓮縣,30,,良好,0.7,0,0.22,0.1,11,15,17,18,5,7.3,6,7,0.4,1.2,211.0,"2025-11-24 07:00",121.599769,23.971306,63,
臺東,臺東縣,34,,良好,1.2,1,0.13,0.1,21,28,15,20,6,8.5,1,2.8,1,1.6,318.0,"2025-11-24 07:00",121.15045,22.755358,62,
恆春,屏東縣,37,,良好,0.6,0,0.11,0.1,36,38,15,15,7,9.2,0,1.8,1,3.7,331.0,"2025-11-24 07:00",120.788928,21.958069,61,
潮州,屏東縣,114,細懸浮微粒,對敏感族群不健康,0.8,2,0.41,0.4,9,15,39,51,35,35.9,7,8.6,1.6,0.8,44.0,"2025-11-24 07:00",120.561175,22.523108,60,
屏東,屏東縣,85,細懸浮微粒,普通,0.5,1,0.29,0.2,16,21,42,46,26,25.1,9,9.3,0,1.1,359.0,"2025-11-24 07:00",120.488033,22.673081,59,
小港,高雄市,104,細懸浮微粒,對敏感族群不健康,1.9,2,0.43,0.4,4,11,58,68,32,31.7,29,35,5.5,0.7,26.0,"2025-11-24 07:00",120.337736,22.565833,58,
前鎮,高雄市,99,細懸浮微粒,普通,1.4,2,0.58,0.4,12,16,58,68,26,29.9,21,24.8,3.6,0.3,255.0,"2025-11-24 07:00",120.30833356,22.6044507,57,
前金,高雄市,89,懸浮微粒,普通,0.9,1,0.31,0.3,19,18,59,65,25,,13,14.5,0.6,0.5,195.0,"2025-11-24 07:00",120.28676111,22.63390278,56,
左營,高雄市,94,細懸浮微粒,普通,1.4,1,0.34,0.3,14,16,45,57,26,28.2,18,19.9,1.1,0.3,332.0,"2025-11-24 07:00",120.292917,22.674861,54,
楠梓,高雄市,92,細懸浮微粒,普通,1.1,1,0.46,0.3,2,14,59,57,31,27.3,22,29.5,6.5,0.7,292.0,"2025-11-24 07:00",120.328289,22.733667,53,
林園,高雄市,108,細懸浮微粒,對敏感族群不健康,1.2,2,0.32,0.3,11,18,65,68,31,33.2,11,11.1,0,1.0,40.0,"2025-11-24 07:00",120.41175,22.4795,52,
大寮,高雄市,101,細懸浮微粒,對敏感族群不健康,0.8,3,0.37,0.3,5,12,49,55,35,30.5,15,19.4,3.8,0.2,191.0,"2025-11-24 07:00",120.425311,22.56413611,51,
鳳山,高雄市,101,細懸浮微粒,對敏感族群不健康,1.6,2,0.41,0.3,19,16,51,56,28,30.7,10,10.9,0.6,0.4,97.0,"2025-11-24 07:00",120.357422,22.628126,50,
仁武,高雄市,87,細懸浮微粒,普通,1,1,0.37,0.3,6,13,51,53,22,25.5,19,27.8,8.3,0.3,178.0,"2025-11-24 07:00",120.332631,22.689056,49,
橋頭,高雄市,89,細懸浮微粒,普通,1.1,1,0.31,0.2,7,16,39,47,25,26.5,13,15.4,1.7,0.7,352.0,"2025-11-24 07:00",120.305689,22.757506,48,
美濃,高雄市,74,細懸浮微粒,普通,0.9,1,0.31,0.2,9,14,31,33,21,21,7,8.7,0.8,0.5,71.0,"2025-11-24 07:00",120.530542,22.883583,47,
臺南,臺南市,76,懸浮微粒,普通,1.6,1,0.38,0.2,13,24,47,53,25,21.4,14,16,2,0.3,71.0,"2025-11-24 07:00",120.21947897,22.98928311,46,
安南,臺南市,97,細懸浮微粒,普通,0.5,0,0.52,0.3,0,16,57,53,28,29.2,22,32.7,9.9,0.7,140.0,"2025-11-24 07:00",120.2175,23.048197,45,
善化,臺南市,77,細懸浮微粒,普通,1.2,2,0.29,0.3,0,5,35,40,22,22.1,9,13.8,4.7,0.2,147.0,"2025-11-24 07:00",120.29740529,23.11337642,44,
新營,臺南市,81,細懸浮微粒,普通,0.8,1,0.38,0.3,3,13,49,44,25,23.5,11,12.9,1.7,0.7,112.0,"2025-11-24 07:00",120.31725,23.305633,43,
嘉義,嘉義市,93,細懸浮微粒,普通,0.9,1,0.35,0.3,16,18,44,52,30,28,7,8.5,0.8,1.4,13.0,"2025-11-24 07:00",120.44125148,23.46477865,42,
臺西,雲林縣,85,細懸浮微粒,普通,0.7,1,0.41,0.3,2,17,76,58,36,25.1,13,17.6,4.1,0.4,46.0,"2025-11-24 07:00",120.19933333,23.702175,41,
朴子,嘉義縣,84,細懸浮微粒,普通,0.5,0,0.43,0.2,6,14,60,51,30,24.5,10,12.1,1.7,0.8,350.0,"2025-11-24 07:00",120.2478,23.46538,40,
新港,嘉義縣,97,細懸浮微粒,普通,2,2,0.3,0.2,19,13,65,59,34,29.2,7,8.1,0.5,1.2,348.0,"2025-11-24 07:00",120.345531,23.554839,39,
崙背,雲林縣,102,細懸浮微粒,對敏感族群不健康,0.8,1,0.39,0.3,3,7,78,65,39,31.1,12,15.9,3.7,1.0,60.0,"2025-11-24 07:00",120.348742,23.757547,38,
斗六,雲林縣,104,細懸浮微粒,對敏感族群不健康,0.8,1,0.26,0.2,10,20,42,55,30,31.6,10,12.1,1.5,1.1,33.0,"2025-11-24 07:00",120.544994,23.711853,37,
南投,南投縣,62,細懸浮微粒,普通,0.5,,0.24,0.2,5,8,18,25,14,16.5,7,10.4,2.9,1.1,162.0,"2025-11-24 07:00",120.685306,23.913,36,
二林,彰化縣,82,細懸浮微粒,普通,0.7,1,0.34,0.3,9,9,60,56,28,24,7,8.7,1,1.0,42.0,"2025-11-24 07:00",120.409653,23.925175,35,
線西,彰化縣,76,細懸浮微粒,普通,0.8,1,0.31,0.3,6,10,38,43,22,21.7,11,12.3,0.9,0.3,92.0,"2025-11-24 07:00",120.469061,24.131672,34,
彰化,彰化縣,84,細懸浮微粒,普通,0.3,0,0.34,0.3,21,12,45,40,29,24.7,6,7.1,0.8,0.3,16.0,"2025-11-24 07:00",120.541519,24.066,33,
西屯,臺中市,87,細懸浮微粒,普通,0.9,1,0.35,0.3,8,4,48,46,29,25.7,15,17.8,2.2,1.2,175.0,"2025-11-24 07:00",120.616917,24.162197,32,
忠明,臺中市,82,細懸浮微粒,普通,1.1,1,0.37,0.4,11,10,34,37,24,23.9,10,12,1.6,1.0,193.0,"2025-11-24 07:00",120.641092,24.151958,31,
大里,臺中市,76,細懸浮微粒,普通,0.9,0,0.39,0.3,11,6,45,39,23,21.5,8,9.6,1.3,1.0,110.0,"2025-11-24 07:00",120.67844444,24.09961111,30,
沙鹿,臺中市,101,細懸浮微粒,對敏感族群不健康,0.7,1,0.43,0.3,7,11,51,47,35,30.5,23,26.9,3.8,0.3,325.0,"2025-11-24 07:00",120.568794,24.225628,29,
豐原,臺中市,52,細懸浮微粒,普通,0.4,1,0.26,0.2,11,9,26,21,10,12.9,10,10.9,0.9,0.6,56.0,"2025-11-24 07:00",120.74252414,24.25699731,28,
三義,苗栗縣,56,細懸浮微粒,普通,1,1,0.25,0.2,13,17,21,24,12,14.2,5,5.8,0.8,0.2,121.0,"2025-11-24 07:00",120.75956754,24.38248443,27,
苗栗,苗栗縣,61,細懸浮微粒,普通,1.1,1,0.25,0.2,5,9,24,21,25,16.2,9,12,2.2,1.0,159.0,"2025-11-24 07:00",120.82011468,24.56499183,26,
頭份,苗栗縣,42,,良好,1.1,1,0.22,0.1,6,8,19,20,6,10.5,10,13.1,3,1.0,115.0,"2025-11-24 07:00",120.89869286,24.69690679,25,
新竹,新竹市,39,,良好,1,1,0.26,0.2,0,6,13,17,9,9.6,15,20.5,5.1,0.5,87.0,"2025-11-24 07:00",120.97236752,24.8056356,24,
竹東,新竹縣,24,,良好,2.5,1,0.19,0.1,11,14,7,9,8,5.9,8,9.7,1.6,2.0,146.0,"2025-11-24 07:00",121.08895493,24.74091408,23,
湖口,新竹縣,52,細懸浮微粒,普通,1.3,1,0.29,0.2,8,12,28,22,15,13,15,17.6,2.5,0.5,175.0,"2025-11-24 07:00",121.03886894,24.90009696,22,
龍潭,桃園市,53,細懸浮微粒,普通,0.8,1,0.24,0.1,12,20,30,23,15,13.2,14,17.4,2.4,1.4,160.0,"2025-11-24 07:00",121.21645772,24.86400048,21,
平鎮,桃園市,55,細懸浮微粒,普通,0.2,0,0.34,0.2,15,17,43,26,26,14,15,16.8,1.5,0.5,200.0,"2025-11-24 07:00",121.203986,24.952786,20,
觀音,桃園市,59,細懸浮微粒,普通,0.9,1,0.34,0.2,4,16,24,22,20,15.4,14,17.2,2.3,0.2,205.0,"2025-11-24 07:00",121.08283092,25.03556747,19,
大園,桃園市,54,細懸浮微粒,普通,0.8,1,0.32,0.2,0,13,26,25,10,13.5,26,46.5,19.7,0.2,294.0,"2025-11-24 07:00",121.20251473,25.06100357,18,
桃園,桃園市,52,二氧化氮,普通,1.3,0,0.42,0.2,3,21,33,21,16,12,24,32.5,7.6,0.4,145.0,"2025-11-24 07:00",121.30500531,24.9947107,17,
大同,臺北市,52,二氧化氮,普通,1.7,1,0.65,0.3,1,17,14,17,12,12,24,47.2,23,-,-,"2025-11-24 07:00",121.51342074,25.06331455,16,
松山,臺北市,58,細懸浮微粒,普通,0.8,1,0.38,0.2,5,13,21,22,13,14.9,24,40.5,16.4,0.8,89.0,"2025-11-24 07:00",121.578611,25.05,15,
古亭,臺北市,38,,良好,1.3,1,0.2,0.1,12,22,16,16,7,9.5,10,11.4,1.3,0.6,115.0,"2025-11-24 07:00",121.529556,25.020608,14,
萬華,臺北市,42,,良好,0.8,1,0.27,0.2,9,21,16,19,9,10.3,13,16.6,2.7,0.7,140.0,"2025-11-24 07:00",121.507972,25.046503,13,
中山,臺北市,50,,良好,0.6,1,0.24,0.2,15,23,15,22,10,12.3,10,10.8,0.8,1.1,144.0,"2025-11-24 07:00",121.526528,25.062361,12,
士林,臺北市,44,,良好,1.2,1,0.25,0.1,15,29,20,16,10,10.8,14,16.2,1.4,0.6,68.0,"2025-11-24 07:00",121.51666356,25.10334003,11,
淡水,新北市,45,,良好,1.1,1,0.28,0.1,9,30,21,17,13,11.1,14,15.5,1.2,2.9,140.0,"2025-11-24 07:00",121.449239,25.1645,10,
林口,新北市,54,二氧化氮,普通,1.3,1,0.41,0.1,6,29,33,18,13,11.7,27,46.6,18.9,0.2,199.0,"2025-11-24 07:00",121.36548982,25.07798949,9,
菜寮,新北市,48,,良好,0.5,0,0.43,0.2,4,19,17,21,7,9.2,20,28.1,7.3,0.3,213.0,"2025-11-24 07:00",121.481028,25.06895,8,
新莊,新北市,46,,良好,0.3,0,0.31,0.2,2,18,26,24,9,11.3,17,22.4,5.1,0.9,189.0,"2025-11-24 07:00",121.4325,25.037972,7,
板橋,新北市,49,,良好,1.2,1,0.4,0.2,2,18,12,18,11,12.2,20,29.8,9,0.4,179.0,"2025-11-24 07:00",121.458667,25.012972,6,
土城,新北市,45,,良好,0.5,0,0.33,0.2,0,17,21,18,10,10.1,19,41.4,21.8,0.2,125.0,"2025-11-24 07:00",121.451861,24.982528,5,
新店,新北市,38,,良好,0.6,0,0.26,0.1,10,21,14,16,10,9.4,13,15.3,2.3,0.4,109.0,"2025-11-24 07:00",121.537778,24.977222,4,
汐止,新北市,56,細懸浮微粒,普通,1.5,1,0.35,0.2,0,5,20,22,10,14.3,22,51.9,29.3,0.5,74.0,"2025-11-24 07:00",121.64081,25.06624,2,
基隆,基隆市,44,,良好,0.9,1,0.49,0.3,0,4,18,18,9,10.9,15,39.8,24.2,0.2,318.0,"2025-11-24 07:00",121.760056,25.129167,1,
屏東(枋山),屏東縣,71,細懸浮微粒,普通,0.3,1,0.21,0.2,32,47,26,32,18,19.9,5,5.6,0.4,1.3,88.0,"2025-11-24 06:00",120.651472,22.260899,313,
臺南（南化）,臺南市,65,細懸浮微粒,普通,0.1,0,0.17,0.1,4,4,15,23,16,17.6,1,2.2,0.5,0.1,159.0,"2025-11-24 06:00",120.44583156,23.04562013,312,
新北(樹林),新北市,37,,良好,0.6,0,0.2,0.1,9,19,8,10,5,9.2,11,23.1,11.1,0.0,325.0,"2025-11-24 06:00",121.38352778,24.94902778,311,
台中市（和平區）,臺中市,18,,良好,0.1,0,0.16,0.1,18,19,4,7,0,3.8,2,4.6,1.7,0.0,246.0,"2025-11-24 06:00",120.883858,24.174592,310,
屏東（琉球）,屏東縣,91,細懸浮微粒,普通,4.3,2,0.66,0.4,3,24,78,64,30,27.1,29,30.9,1.2,1.3,317.0,"2025-11-24 06:00",120.37722,22.35222,204,
南投（鹿谷）,南投縣,54,細懸浮微粒,普通,1.6,1,0.16,0.1,49,50,18,21,10,13.7,2,3.4,0.9,0.5,202.0,"2025-11-24 06:00",120.7944772,23.71867609,203,
高雄（湖內）,高雄市,89,細懸浮微粒,普通,1.3,1,0.32,0.3,6,13,60,61,24,26.2,13,15.2,1.7,0.7,75.0,"2025-11-24 06:00",120.24535,22.87985556,202,
宜蘭（三星）,宜蘭縣,25,,良好,1.1,1,0.08,0,14,14,5,9,6,6.3,0,0.3,0,3.1,262.0,"2025-11-24 06:00",121.6565272,24.6757916,201,
員林,彰化縣,100,細懸浮微粒,普通,1.2,1,0.29,0.3,16,14,39,46,33,30.3,6,7.2,1.2,1.6,61.0,"2025-11-24 06:00",120.5631893,23.9615945,139,
大城,彰化縣,106,細懸浮微粒,對敏感族群不健康,1.5,1,0.32,0.2,5,16,90,65,48,32.7,7,9.6,1.6,1.2,74.0,"2025-11-24 06:00",120.26964167,23.85493056,85,
富貴角,新北市,48,,良好,1.5,0,0.09,0,36,39,34,29,11,11.3,1,2,0,2.0,115.0,"2025-11-24 06:00",121.53656894,25.29681695,84,
麥寮,雲林縣,90,細懸浮微粒,普通,1.3,1,0.37,0.2,3,17,75,58,37,26.7,10,11.9,1,0.6,34.0,"2025-11-24 06:00",120.251825,23.753506,83,
關山,臺東縣,43,,良好,0.4,0,0.1,0.1,9,19,13,19,9,10.7,1,2.5,0.7,0.3,66.0,"2025-11-24 06:00",121.161933,23.045083,80,
馬公,澎湖縣,66,細懸浮微粒,普通,0,0,0.16,0.1,49,49,45,39,18,17.8,2,2.5,0.3,2.8,9.0,"2025-11-24 06:00",119.566158,23.569031,78,
金門,金門縣,93,細懸浮微粒,普通,1.2,1,0.32,0.3,11,27,54,51,34,27.9,21,22.4,1.2,1.4,334.0,"2025-11-24 06:00",118.312256,24.432133,77,
馬祖,連江縣,69,細懸浮微粒,普通,2.5,0,0.47,0.2,40,52,40,33,22,19.1,6,7.9,0.9,2.6,340.0,"2025-11-24 06:00",119.952724,26.153736,75,
埔里,南投縣,62,細懸浮微粒,普通,1.2,0,0.21,0.2,8,12,11,18,13,16.5,4,5.7,1.6,0.4,326.0,"2025-11-24 06:00",120.967903,23.968842,72,
復興,高雄市,111,細懸浮微粒,對敏感族群不健康,1.4,2,0.3,0.4,22,17,57,65,32,34.7,14,16.3,1.5,0.6,122.0,"2025-11-24 06:00",120.312017,22.608711,71,
永和,新北市,50,,良好,0.5,0,0.35,0.2,12,21,13,22,8,12.4,9,13,3.1,0.5,77.0,"2025-11-24 06:00",121.516306,25.017,70,
竹山,南投縣,83,細懸浮微粒,普通,1.2,1,0.22,0.2,12,14,31,38,22,24.2,5,5.9,0.5,0.8,276.0,"2025-11-24 06:00",120.677306,23.756389,69,
中壢,桃園市,57,細懸浮微粒,普通,0.8,1,0.48,0.4,7,15,34,24,17,14.8,16,28.4,11.7,0.6,179.0,"2025-11-24 06:00",121.221667,24.953278,68,
三重,新北市,57,細懸浮微粒,普通,0.3,0,0.54,0.5,6,7,21,24,16,14.7,22,51,28.6,-,-,"2025-11-24 06:00",121.493806,25.072611,67,
冬山,宜蘭縣,38,,良好,1.1,0,0.19,0.1,8,12,16,23,7,8.9,6,8.5,2.3,0.6,333.0,"2025-11-24 06:00",121.792928,24.632203,66,
宜蘭,宜蘭縣,41,,良好,1.3,1,0.14,0.1,18,19,14,15,8,10.2,1,1.7,0.7,0.6,198.0,"2025-11-24 06:00",121.746394,24.747917,65,
陽明,臺北市,36,,良好,1.4,1,0.12,0.1,37,39,18,18,7,8,0,1.6,1.1,1.7,180.0,"2025-11-24 06:00",121.529583,25.182722,64,
花蓮,花蓮縣,29,,良好,0.9,0,0.17,0.1,10,15,18,17,3,7.2,3,3.3,0.1,0.4,282.0,"2025-11-24 06:00",121.599769,23.971306,63,
臺東,臺東縣,37,,良好,1.2,1,0.11,0.1,25,30,21,21,10,9.2,1,1.8,0.5,2.0,322.0,"2025-11-24 06:00",121.15045,22.755358,62,
恆春,屏東縣,38,,良好,0.7,0,0.11,0.1,38,39,16,16,9,9.3,0,2.3,1.5,5.3,351.0,"2025-11-24 06:00",120.788928,21.958069,61,
潮州,屏東縣,116,細懸浮微粒,對敏感族群不健康,0.8,2,0.4,0.4,5,18,50,55,34,36.5,7,8.4,1.3,0.3,131.0,"2025-11-24 06:00",120.561175,22.523108,60,
屏東,屏東縣,86,細懸浮微粒,普通,0.4,1,0.25,0.2,22,23,37,46,23,25.2,5,5.4,0,1.2,332.0,"2025-11-24 06:00",120.488033,22.673081,59,
小港,高雄市,104,細懸浮微粒,對敏感族群不健康,0.9,2,0.36,0.4,10,12,65,71,34,31.8,21,22.6,1,0.6,32.0,"2025-11-24 06:00",120.337736,22.565833,58,
前鎮,高雄市,100,細懸浮微粒,普通,1.7,2,0.32,0.4,19,16,60,70,29,30.4,13,13.9,0.7,0.7,333.0,"2025-11-24 06:00",120.30833356,22.6044507,57,
前金,高雄市,91,懸浮微粒,普通,1,1,0.3,0.3,21,19,62,67,,,13,14.2,0.6,1.2,347.0,"2025-11-24 06:00",120.28676111,22.63390278,56,
左營,高雄市,94,細懸浮微粒,普通,1.2,1,0.3,0.3,10,16,50,59,24,28.1,18,19.7,1,0.3,359.0,"2025-11-24 06:00",120.292917,22.674861,54,
楠梓,高雄市,87,細懸浮微粒,普通,0.9,1,0.3,0.2,12,17,52,58,29,25.8,13,14.1,0.6,0.8,48.0,"2025-11-24 06:00",120.328289,22.733667,53,
林園,高雄市,106,細懸浮微粒,對敏感族群不健康,0.9,2,0.32,0.3,20,20,63,68,32,32.5,11,11.6,0,1.0,33.0,"2025-11-24 06:00",120.41175,22.4795,52,
大寮,高雄市,98,細懸浮微粒,普通,1.1,3,0.29,0.3,13,14,48,56,30,29.7,9,10,0.9,0.4,319.0,"2025-11-24 06:00",120.425311,22.56413611,51,
鳳山,高雄市,104,細懸浮微粒,對敏感族群不健康,1.7,2,0.28,0.3,23,17,48,57,30,31.6,9,10.5,0.7,0.5,121.0,"2025-11-24 06:00",120.357422,22.628126,50,
仁武,高雄市,89,細懸浮微粒,普通,1.5,1,0.29,0.3,12,14,48,54,27,26.5,14,16.2,1.4,0.3,71.0,"2025-11-24 06:00",120.332631,22.689056,49,
橋頭,高雄市,89,細懸浮微粒,普通,1.4,1,0.26,0.2,12,17,37,51,28,26.3,9,10.7,1,0.8,11.0,"2025-11-24 06:00",120.305689,22.757506,48,
美濃,高雄市,74,細懸浮微粒,普通,1.1,1,0.29,0.2,11,17,31,34,21,21,6,7.3,0.7,0.2,51.0,"2025-11-24 06:00",120.530542,22.883583,47,
