sitename,county,aqi,pollutant,status,so2_conc,so2_avg_conc,co_conc,co_8hr_conc,o3_conc,o3_8hr_conc,pm10_conc,pm10_avg_conc,pm2.5_conc,pm2.5_avg_conc,no2_conc,nox_conc,no_conc,windspeed,winddirec,datacreationdate,longitude,latitude,siteid,unit
臺東,臺東縣,33,,良好,1.1,1,0.17,0.1,36,24,29,20,8,7.5,4,6.9,2.6,2.7,67.0,"2025-11-24 11:00",121.15045,22.755358,62,
恆春,屏東縣,38,,良好,0.8,0,0.11,0.1,38,37,17,16,7,9.4,0,2,1.4,4.5,354.0,"2025-11-24 11:00",120.788928,21.958069,61,
潮州,屏東縣,108,細懸浮微粒,對敏感族群不健康,2.3,2,0.35,0.4,56,21,58,54,31,33.4,6,8.4,2,1.9,277.0,"2025-11-24 11:00",120.561175,22.523108,60,
屏東,屏東縣,84,細懸浮微粒,普通,1.2,1,0.27,0.3,52,24,43,47,21,24.6,6,7,0.7,1.9,272.0,"2025-11-24 11:00",120.488033,22.673081,59,
小港,高雄市,111,細懸浮微粒,對敏感族群不健康,1.5,2,0.28,0.4,35,16,62,69,26,34.5,26,34.6,7.6,2.6,301.0,"2025-11-24 11:00",120.337736,22.565833,58,
前鎮,高雄市,102,細懸浮微粒,對敏感族群不健康,1.9,2,0.35,0.4,44,25,,69,31,31,13,20.1,6.9,1.7,336.0,"2025-11-24 11:00",120.30833356,22.6044507,57,
前金,高雄市,79,懸浮微粒,普通,1,1,0.22,0.3,48,28,44,56,,,8,9.7,1.4,3.4,350.0,"2025-11-24 11:00",120.28676111,22.63390278,56,
左營,高雄市,96,細懸浮微粒,普通,1.5,1,0.2,0.3,45,23,47,55,26,29,8,10.2,2,3.2,306.0,"2025-11-24 11:00",120.292917,22.674861,54,
楠梓,高雄市,96,細懸浮微粒,普通,1.9,1,0.3,0.3,53,22,62,59,30,28.9,13,15.7,1.9,1.3,311.0,"2025-11-24 11:00",120.328289,22.733667,53,
林園,高雄市,101,細懸浮微粒,對敏感族群不健康,2.3,2,0.22,0.3,49,25,50,61,22,30.7,10,13.3,3.2,2.8,281.0,"2025-11-24 11:00",120.41175,22.4795,52,
大寮,高雄市,108,細懸浮微粒,對敏感族群不健康,5.7,2,0.96,0.4,47,19,71,57,38,33.4,22,26.9,4.5,1.6,341.0,"2025-11-24 11:00",120.425311,22.56413611,51,
鳳山,高雄市,109,細懸浮微粒,對敏感族群不健康,1.9,2,0.59,0.4,50,25,57,57,34,33.6,17,21.9,3.9,1.0,264.0,"2025-11-24 11:00",120.357422,22.628126,50,
仁武,高雄市,96,細懸浮微粒,普通,2.2,1,0.27,0.3,47,20,50,58,26,29,13,16.5,3.2,2.7,276.0,"2025-11-24 11:00",120.332631,22.689056,49,
橋頭,高雄市,103,細懸浮微粒,對敏感族群不健康,1.9,1,0.26,0.3,51,20,48,54,30,31.3,13,16.4,2.9,1.8,326.0,"2025-11-24 11:00",120.305689,22.757506,48,
美濃,高雄市,73,細懸浮微粒,普通,1.4,1,0.26,0.3,49,22,25,34,18,20.7,3,4.7,0.7,1.1,326.0,"2025-11-24 11:00",120.530542,22.883583,47,
臺南,臺南市,87,細懸浮微粒,普通,2,1,0.41,0.3,39,23,73,58,35,25.5,16,22.2,5.3,1.8,13.0,"2025-11-24 11:00",120.21947897,22.98928311,46,
安南,臺南市,104,細懸浮微粒,對敏感族群不健康,,0,0.42,0.4,34,14,77,60,42,31.6,15,19.8,4.2,1.5,39.0,"2025-11-24 11:00",120.2175,23.048197,45,
善化,臺南市,91,細懸浮微粒,普通,1.8,1,0.27,0.3,44,11,66,51,37,27,5,8,2.1,2.0,13.0,"2025-11-24 11:00",120.29740529,23.11337642,44,
新營,臺南市,98,細懸浮微粒,普通,1.8,1,0.31,0.3,42,15,69,56,27,29.5,7,9.8,2.2,2.1,16.0,"2025-11-24 11:00",120.31725,23.305633,43,
嘉義,嘉義市,93,細懸浮微粒,普通,3.3,1,0.29,0.3,44,24,42,53,22,28,8,10.9,2,1.9,353.0,"2025-11-24 11:00",120.44125148,23.46477865,42,
臺西,雲林縣,95,細懸浮微粒,普通,1.6,0,0.2,0.3,44,17,44,61,18,28.6,4,6.9,2.3,5.1,27.0,"2025-11-24 11:00",120.19933333,23.702175,41,
朴子,嘉義縣,100,細懸浮微粒,普通,1.5,0,0.27,0.3,45,19,53,61,29,30.3,6,7.6,1.1,1.8,334.0,"2025-11-24 11:00",120.2478,23.46538,40,
新港,嘉義縣,102,細懸浮微粒,對敏感族群不健康,3.1,2,0.26,0.3,40,20,51,56,30,31,7,9.1,1.7,2.5,342.0,"2025-11-24 11:00",120.345531,23.554839,39,
崙背,雲林縣,112,細懸浮微粒,對敏感族群不健康,2.1,1,0.28,0.3,40,13,68,71,38,34.8,6,8.6,2.3,1.8,304.0,"2025-11-24 11:00",120.348742,23.757547,38,
南投,南投縣,61,細懸浮微粒,普通,0.8,,0.25,0.2,50,17,32,27,17,16.1,7,8.9,1.2,1.7,28.0,"2025-11-24 11:00",120.685306,23.913,36,
二林,彰化縣,104,細懸浮微粒,對敏感族群不健康,3.4,1,0.28,0.3,37,16,56,64,27,31.8,10,13.8,3.1,3.2,338.0,"2025-11-24 11:00",120.409653,23.925175,35,
線西,彰化縣,88,細懸浮微粒,普通,3.7,2,,0.3,32,12,,49,22,26.1,11,15.6,3.6,,,"2025-11-24 11:00",120.469061,24.131672,34,
彰化,彰化縣,95,細懸浮微粒,普通,1.2,0,0.37,0.3,39,21,43,44,25,28.4,15,20.6,5,2.0,325.0,"2025-11-24 11:00",120.541519,24.066,33,
西屯,臺中市,99,細懸浮微粒,普通,1.7,1,0.33,0.4,37,10,50,51,30,30.2,18,23.9,5.3,1.8,339.0,"2025-11-24 11:00",120.616917,24.162197,32,
忠明,臺中市,91,細懸浮微粒,普通,1.7,1,0.43,0.4,38,16,49,43,30,27.2,21,29.3,7.3,1.7,31.0,"2025-11-24 11:00",120.641092,24.151958,31,
大里,臺中市,84,細懸浮微粒,普通,1.4,1,0.59,0.4,48,18,71,57,32,24.5,19,23.6,3.8,1.2,300.0,"2025-11-24 11:00",120.67844444,24.09961111,30,
沙鹿,臺中市,100,細懸浮微粒,普通,1.8,1,0.2,0.3,37,18,33,47,21,30.4,8,10.9,2.4,2.9,8.0,"2025-11-24 11:00",120.568794,24.225628,29,
豐原,臺中市,59,細懸浮微粒,普通,2.9,1,0.27,0.3,40,16,36,26,18,15.4,16,20.2,4.2,1.4,334.0,"2025-11-24 11:00",120.74252414,24.25699731,28,
三義,苗栗縣,54,細懸浮微粒,普通,1.3,1,0.25,0.2,45,26,32,22,19,13.7,6,7.5,1.2,2.1,16.0,"2025-11-24 11:00",120.75956754,24.38248443,27,
苗栗,苗栗縣,68,細懸浮微粒,普通,4.7,2,0.22,0.2,30,13,23,22,18,18.8,10,14.4,4.1,1.6,324.0,"2025-11-24 11:00",120.82011468,24.56499183,26,
頭份,苗栗縣,57,細懸浮微粒,普通,1.8,1,0.24,0.2,33,13,,26,13,14.7,9,14.4,5.2,0.9,52.0,"2025-11-24 11:00",120.89869286,24.69690679,25,
新竹,新竹市,45,,良好,1.6,1,0.37,0.3,29,7,31,23,13,11.2,16,22.7,5.8,1.0,173.0,"2025-11-24 11:00",120.97236752,24.8056356,24,
竹東,新竹縣,24,,良好,1.8,1,0.2,0.1,40,19,21,12,19,6,6,8.5,2.1,0.8,224.0,"2025-11-24 11:00",121.08895493,24.74091408,23,
湖口,新竹縣,73,細懸浮微粒,普通,1.7,1,0.26,0.2,41,18,33,34,18,20.5,7,9.3,1.7,0.9,236.0,"2025-11-24 11:00",121.03886894,24.90009696,22,
龍潭,桃園市,45,,良好,1.4,1,0.24,0.2,37,20,22,18,14,11.2,8,11.2,2.3,1.1,284.0,"2025-11-24 11:00",121.21645772,24.86400048,21,
平鎮,桃園市,55,細懸浮微粒,普通,1,0,0.39,0.3,35,16,29,29,15,13.9,16,21.7,5.3,0.8,71.0,"2025-11-24 11:00",121.203986,24.952786,20,
觀音,桃園市,76,細懸浮微粒,普通,2.3,1,0.26,0.2,35,14,37,36,,21.6,13,18.4,4.6,2.0,62.0,"2025-11-24 11:00",121.08283092,25.03556747,19,
大園,桃園市,63,細懸浮微粒,普通,,1,,0.3,,11,47,34,22,17,,,,2.9,356.0,"2025-11-24 11:00",121.20251473,25.06100357,18,
桃園,桃園市,52,細懸浮微粒,普通,1.6,1,0.47,0.4,33,15,30,25,14,13,21,27.1,5.8,1.6,283.0,"2025-11-24 11:00",121.30500531,24.9947107,17,
大同,臺北市,59,二氧化氮,普通,2.1,1,0.83,1,13,10,23,21,18,14.3,35,65.8,29.9,-,-,"2025-11-24 11:00",121.51342074,25.06331455,16,
松山,臺北市,61,細懸浮微粒,普通,1.3,1,0.21,0.3,14,12,6,25,,16,,,,2.1,56.0,"2025-11-24 11:00",121.578611,25.05,15,
古亭,臺北市,39,,良好,1.5,1,0.28,0.2,25,18,25,19,9,9.6,16,24,7.1,1.3,208.0,"2025-11-24 11:00",121.529556,25.020608,14,
萬華,臺北市,56,二氧化氮,普通,1.1,1,0.65,0.3,19,16,28,20,14,11.3,30,43.9,13.6,1.3,311.0,"2025-11-24 11:00",121.507972,25.046503,13,
中山,臺北市,54,細懸浮微粒,普通,0.9,0,0.51,0.3,18,17,35,23,15,13.7,26,44.5,18,1.7,129.0,"2025-11-24 11:00",121.526528,25.062361,12,
士林,臺北市,53,細懸浮微粒,普通,,1,,0.3,,17,,28,17,13.2,,,,1.3,235.0,"2025-11-24 11:00",121.51666356,25.10334003,11,
淡水,新北市,55,懸浮微粒,普通,1.6,1,0.26,0.3,24,19,29,35,15,11.7,18,28.5,9.8,1.0,310.0,"2025-11-24 11:00",121.449239,25.1645,10,
林口,新北市,58,細懸浮微粒,普通,1.7,1,0.22,0.3,27,21,34,29,16,15,13,20.4,7.2,1.3,313.0,"2025-11-24 11:00",121.36548982,25.07798949,9,
菜寮,新北市,55,二氧化氮,普通,0.9,0,0.58,0.4,28,15,34,24,17,11.5,28,40.6,11.7,1.4,1.0,"2025-11-24 11:00",121.481028,25.06895,8,
新莊,新北市,55,二氧化氮,普通,0.7,0,0.63,0.4,33,15,39,32,18,13.7,28,37.2,8.9,1.1,244.0,"2025-11-24 11:00",121.4325,25.037972,7,
板橋,新北市,55,二氧化氮,普通,1.8,1,0.59,0.4,29,13,30,22,17,13.5,28,38.6,9.7,2.0,150.0,"2025-11-24 11:00",121.458667,25.012972,6,
土城,新北市,58,細懸浮微粒,普通,0.8,0,0.48,0.3,22,9,38,29,21,15,28,42,13.8,0.9,260.0,"2025-11-24 11:00",121.451861,24.982528,5,
新店,新北市,45,,良好,0.9,0,0.32,0.2,29,17,27,20,16,11.2,14,20.8,5.9,1.3,303.0,"2025-11-24 11:00",121.537778,24.977222,4,
汐止,新北市,60,細懸浮微粒,普通,1.7,1,0.19,0.3,28,9,21,24,16,15.7,9,14.7,4.9,1.7,39.0,"2025-11-24 11:00",121.64081,25.06624,2,
基隆,基隆市,47,,良好,0.9,1,0.17,0.4,35,11,20,21,12,11.6,3,4.8,1,2.6,89.0,"2025-11-24 11:00",121.760056,25.129167,1,
屏東(枋山),屏東縣,70,細懸浮微粒,普通,1,1,0.28,0.2,59,41,50,36,23,19.4,3,4,0.4,2.6,292.0,"2025-11-24 10:00",120.651472,22.260899,313,
臺南（南化）,臺南市,60,細懸浮微粒,普通,0.4,0,0.21,0.1,36,9,25,20,14,15.9,2,2.7,0.4,0.1,268.0,"2025-11-24 10:00",120.44583156,23.04562013,312,
新北(樹林),新北市,52,二氧化氮,普通,0.7,0,0.44,0.2,16,12,15,12,11,9.9,24,43.6,19.4,0.1,249.0,"2025-11-24 10:00",121.38352778,24.94902778,311,
台中市（和平區）,臺中市,16,,良好,0.3,0,0.21,0.1,24,17,10,9,0,1.5,5,8.1,2.9,0.0,238.0,"2025-11-24 10:00",120.883858,24.174592,310,
屏東（琉球）,屏東縣,98,細懸浮微粒,普通,1.9,2,0.28,0.4,44,22,55,55,28,29.5,13,17.1,3.4,2.5,332.0,"2025-11-24 10:00",120.37722,22.35222,204,
南投（鹿谷）,南投縣,42,,良好,1.5,1,0.16,0.1,35,45,13,16,8,9.7,3,4.2,1.1,0.7,280.0,"2025-11-24 10:00",120.7944772,23.71867609,203,
高雄（湖內）,高雄市,94,細懸浮微粒,普通,2,1,0.31,0.3,31,13,62,57,26,28.1,12,16.9,4.3,0.6,320.0,"2025-11-24 10:00",120.24535,22.87985556,202,
宜蘭（三星）,宜蘭縣,19,,良好,1,1,0.1,0,21,15,7,7,5,4.8,1,2,0.5,0.3,348.0,"2025-11-24 10:00",121.6565272,24.6757916,201,
員林,彰化縣,96,細懸浮微粒,普通,2,1,0.29,0.3,38,21,38,42,25,28.8,7,9.8,2.6,1.4,343.0,"2025-11-24 10:00",120.5631893,23.9615945,139,
大城,彰化縣,128,細懸浮微粒,對敏感族群不健康,2,1,0.24,0.2,38,13,67,77,40,41.3,3,5.9,2.4,3.8,338.0,"2025-11-24 10:00",120.26964167,23.85493056,85,
富貴角,新北市,54,懸浮微粒,普通,0.7,0,0.1,0,39,36,32,34,14,11.4,2,3.2,0.7,5.1,98.0,"2025-11-24 10:00",121.53656894,25.29681695,84,
麥寮,雲林縣,106,細懸浮微粒,對敏感族群不健康,1.9,1,0.21,0.3,36,12,45,65,26,32.6,4,6.4,1.6,1.8,349.0,"2025-11-24 10:00",120.251825,23.753506,83,
關山,臺東縣,35,,良好,0.6,0,0.1,0.1,19,12,10,18,5,8.7,2,4,1.8,0.7,94.0,"2025-11-24 10:00",121.161933,23.045083,80,
馬公,澎湖縣,68,細懸浮微粒,普通,0.2,0,0.17,0.1,48,47,44,39,20,18.7,2,3.2,0.5,3.5,14.0,"2025-11-24 10:00",119.566158,23.569031,78,
金門,金門縣,117,細懸浮微粒,對敏感族群不健康,2.3,1,0.4,0.3,29,16,67,59,45,37.2,30,41.9,11.8,2.3,303.0,"2025-11-24 10:00",118.312256,24.432133,77,
馬祖,連江縣,70,細懸浮微粒,普通,1.7,1,0.34,0.3,38,42,35,35,24,19.5,8,10.2,2,3.6,334.0,"2025-11-24 10:00",119.952724,26.153736,75,
埔里,南投縣,55,細懸浮微粒,普通,1.5,1,0.37,0.2,22,10,22,18,14,14,10,16.3,6,0.9,298.0,"2025-11-24 10:00",120.967903,23.968842,72,
復興,高雄市,102,細懸浮微粒,對敏感族群不健康,1.5,2,0.48,0.4,43,23,59,61,31,31,19,21.6,2.6,0.8,250.0,"2025-11-24 10:00",120.312017,22.608711,71,
永和,新北市,57,二氧化氮,普通,1,0,1.31,0.7,6,12,38,23,15,12,32,79.9,47.3,0.8,301.0,"2025-11-24 10:00",121.516306,25.017,70,
竹山,南投縣,78,細懸浮微粒,普通,1.4,1,0.21,0.2,35,17,21,30,16,22.4,6,8.8,2.3,1.3,355.0,"2025-11-24 10:00",120.677306,23.756389,69,
中壢,桃園市,65,細懸浮微粒,普通,1.4,1,0.68,0.8,9,9,,35,,17.7,32,70.3,38.2,0.4,307.0,"2025-11-24 10:00",121.221667,24.953278,68,
三重,新北市,60,二氧化氮,普通,0.9,0,1.11,0.7,6,5,34,25,15,14,36,107.9,71.5,-,-,"2025-11-24 10:00",121.493806,25.072611,67,
冬山,宜蘭縣,45,,良好,1.3,0,0.26,0.2,18,10,30,27,11,10.3,11,20,8.5,1.6,307.0,"2025-11-24 10:00",121.792928,24.632203,66,
宜蘭,宜蘭縣,33,,良好,1,1,0.2,0.1,24,18,10,12,9,8.1,3,5.5,2,1.0,96.0,"2025-11-24 10:00",121.746394,24.747917,65,
陽明,臺北市,33,,良好,4.7,1,0.19,0.1,31,36,12,16,7,7,0,1.7,1,2.2,170.0,"2025-11-24 10:00",121.529583,25.182722,64,
花蓮,花蓮縣,28,,良好,0.9,0,0.17,0.1,21,15,15,17,7,6.6,3,4.7,1.4,1.4,239.0,"2025-11-24 10:00",121.599769,23.971306,63,
臺東,臺東縣,30,,良好,1.2,1,0.17,0.1,25,24,17,18,6,7.2,3,6,2.4,1.8,14.0,"2025-11-24 10:00",121.15045,22.755358,62,
恆春,屏東縣,38,,良好,0.7,0,0.12,0.1,37,37,13,15,11,9.5,0,2.1,1.5,4.6,359.0,"2025-11-24 10:00",120.788928,21.958069,61,
潮州,屏東縣,110,細懸浮微粒,對敏感族群不健康,1.9,2,0.42,0.4,42,16,57,51,30,34,7,10.8,2.8,1.6,287.0,"2025-11-24 10:00",120.561175,22.523108,60,
屏東,屏東縣,87,細懸浮微粒,普通,1.2,1,0.38,0.3,33,20,51,47,26,25.5,11,14.5,2.7,1.6,15.0,"2025-11-24 10:00",120.488033,22.673081,59,
小港,高雄市,113,細懸浮微粒,對敏感族群不健康,1.7,2,0.5,0.4,32,13,67,69,36,35.4,33,42.2,8.9,2.4,289.0,"2025-11-24 10:00",120.337736,22.565833,58,
前鎮,高雄市,99,細懸浮微粒,普通,1.7,2,0.44,0.4,40,22,,67,30,30.2,22,33.1,10.8,1.3,7.0,"2025-11-24 10:00",120.30833356,22.6044507,57,
前金,高雄市,82,懸浮微粒,普通,1.1,1,0.25,0.3,41,24,48,59,,,12,15,2.4,2.8,350.0,"2025-11-24 10:00",120.28676111,22.63390278,56,
左營,高雄市,96,細懸浮微粒,普通,1.9,1,0.32,0.3,39,19,60,55,28,29,12,15.4,3,2.5,284.0,"2025-11-24 10:00",120.292917,22.674861,54,
楠梓,高雄市,95,細懸浮微粒,普通,1.8,1,0.35,0.3,39,17,66,58,34,28.7,13,16.2,2.7,1.3,305.0,"2025-11-24 10:00",120.328289,22.733667,53,
林園,高雄市,105,細懸浮微粒,對敏感族群不健康,3.6,2,0.34,0.3,39,21,70,64,32,32,16,21,4.6,2.1,246.0,"2025-11-24 10:00",120.41175,22.4795,52,
大寮,高雄市,106,細懸浮微粒,對敏感族群不健康,2,3,0.41,0.3,38,15,53,54,33,32.6,13,17.9,4,1.0,331.0,"2025-11-24 10:00",120.425311,22.56413611,51,
鳳山,高雄市,107,細懸浮微粒,對敏感族群不健康,2.1,2,0.71,0.4,31,20,64,56,36,32.8,29,36,7,0.9,298.0,"2025-11-24 10:00",120.357422,22.628126,50,
仁武,高雄市,95,細懸浮微粒,普通,1.7,1,0.36,0.3,37,16,63,59,32,28.6,20,26.5,5.9,1.3,248.0,"2025-11-24 10:00",120.332631,22.689056,49,
橋頭,高雄市,101,細懸浮微粒,對敏感族群不健康,1.8,1,0.37,0.3,33,16,63,53,36,30.5,19,26.4,6.4,1.6,333.0,"2025-11-24 10:00",120.305689,22.757506,48,
美濃,高雄市,75,細懸浮微粒,普通,1.3,1,0.29,0.3,44,17,35,35,19,21.4,4,5.4,0.9,1.2,260.0,"2025-11-24 10:00",120.530542,22.883583,47,
臺南,臺南市,81,細懸浮微粒,普通,2.1,1,0.43,0.3,37,22,61,54,30,23.6,14,19.7,4.8,1.3,20.0,"2025-11-24 10:00",120.21947897,22.98928311,46,
安南,臺南市,95,細懸浮微粒,普通,1.5,0,0.35,0.4,27,12,65,56,33,28.7,13,18.3,4.5,2.2,348.0,"2025-11-24 10:00",120.2175,23.048197,45,
善化,臺南市,84,細懸浮微粒,普通,2,1,0.31,0.3,28,6,75,47,41,24.5,6,10,3.2,2.1,11.0,"2025-11-24 10:00",120.29740529,23.11337642,44,
新營,臺南市,96,細懸浮微粒,普通,2,1,0.33,0.3,31,11,64,53,37,28.9,,,,1.8,25.0,"2025-11-24 10:00",120.31725,23.305633,43,
嘉義,嘉義市,96,細懸浮微粒,普通,1.9,1,0.32,0.3,33,21,44,53,19,29,10,13.8,3,1.1,358.0,"2025-11-24 10:00",120.44125148,23.46477865,42,
臺西,雲林縣,101,細懸浮微粒,對敏感族群不健康,1.2,0,0.22,0.3,37,14,50,65,26,30.7,5,8.4,2.7,4.1,30.0,"2025-11-24 10:00",120.19933333,23.702175,41,
朴子,嘉義縣,98,細懸浮微粒,普通,0.8,0,0.28,0.3,35,16,67,61,36,29.7,6,7.8,1.5,1.5,1.0,"2025-11-24 10:00",120.2478,23.46538,40,
新港,嘉義縣,103,細懸浮微粒,對敏感族群不健康,2.4,2,0.3,0.3,28,16,47,57,28,31.2,7,10,2.4,2.1,340.0,"2025-11-24 10:00",120.345531,23.554839,39,
崙背,雲林縣,110,細懸浮微粒,對敏感族群不健康,1.8,1,0.29,0.3,30,9,64,72,31,34.1,6,9.8,2.9,1.5,24.0,"2025-11-24 10:00",120.348742,23.757547,38,
斗六,雲林縣,82,細懸浮微粒,普通,1.2,1,0.2,0.2,35,22,33,45,12,24,7,9.8,2.6,1.4,348.0,"2025-11-24 10:00",120.544994,23.711853,37,
南投,南投縣,61,細懸浮微粒,普通,0.5,,0.27,0.2,31,12,31,25,16,16,6,7.7,1.4,1.0,27.0,"2025-11-24 10:00",120.685306,23.913,36,
二林,彰化縣,104,細懸浮微粒,對敏感族群不健康,2.4,1,0.5,0.3,32,12,72,64,42,31.6,8,11.3,2.6,2.6,6.0,"2025-11-24 10:00",120.409653,23.925175,35,
線西,彰化縣,88,細懸浮微粒,普通,3.5,1,0.4,0.3,22,10,61,47,36,25.9,16,24.3,7.3,3.4,305.0,"2025-11-24 10:00",120.469061,24.131672,34,
彰化,彰化縣,95,細懸浮微粒,普通,0.8,0,0.48,0.3,26,18,51,44,35,28.7,15,19.5,4.5,1.8,15.0,"2025-11-24 10:00",120.541519,24.066,33,
西屯,臺中市,98,細懸浮微粒,普通,1.4,1,0.52,0.4,20,6,63,50,39,29.7,26,38.4,11.7,1.4,75.0,"2025-11-24 10:00",120.616917,24.162197,32,
忠明,臺中市,88,細懸浮微粒,普通,1.5,1,0.66,0.4,21,13,55,41,30,25.9,25,35.5,10.4,1.2,310.0,"2025-11-24 10:00",120.641092,24.151958,31,
大里,臺中市,79,細懸浮微粒,普通,1.2,0,0.53,0.4,32,12,82,53,24,22.8,12,16.3,3.8,0.7,295.0,"2025-11-24 10:00",120.67844444,24.09961111,30,
沙鹿,臺中市,105,細懸浮微粒,對敏感族群不健康,1.9,1,0.29,0.4,30,15,44,49,21,32.1,10,14.2,3.4,2.6,330.0,"2025-11-24 10:00",120.568794,24.225628,29,
豐原,臺中市,56,細懸浮微粒,普通,1.2,1,0.36,0.3,31,11,34,25,20,14.2,15,21.2,5.8,1.1,332.0,"2025-11-24 10:00",120.74252414,24.25699731,28,
三義,苗栗縣,51,細懸浮微粒,普通,1.4,1,0.22,0.2,47,23,21,20,17,12.5,4,6,1.1,1.4,288.0,"2025-11-24 10:00",120.75956754,24.38248443,27,
苗栗,苗栗縣,70,細懸浮微粒,普通,3.8,2,0.31,0.2,24,10,23,23,16,19.6,11,16.8,5.8,1.7,354.0,"2025-11-24 10:00",120.82011468,24.56499183,26,
頭份,苗栗縣,56,細懸浮微粒,普通,1.4,1,0.35,0.2,22,10,34,25,21,14.2,14,23.3,8.5,1.6,283.0,"2025-11-24 10:00",120.89869286,24.69690679,25,
新竹,新竹市,52,二氧化氮,普通,1.6,1,0.57,0.3,16,5,36,21,15,11.2,23,39.9,16.2,1.1,96.0,"2025-11-24 10:00",120.97236752,24.8056356,24,
竹東,新竹縣,17,,良好,2.1,1,0.19,0.1,24,15,12,10,3,4,6,9.8,3,0.9,350.0,"2025-11-24 10:00",121.08895493,24.74091408,23,
湖口,新竹縣,72,細懸浮微粒,普通,1.6,1,0.27,0.2,31,14,35,33,26,20,9,12.5,2.9,0.9,57.0,"2025-11-24 10:00",121.03886894,24.90009696,22,
龍潭,桃園市,45,,良好,1.1,1,0.2,0.2,28,18,21,19,9,11.2,6,10.6,3.8,1.4,80.0,"2025-11-24 10:00",121.21645772,24.86400048,21,
平鎮,桃園市,58,細懸浮微粒,普通,1.1,0,0.41,0.3,27,14,29,30,14,15.2,15,21.7,5.9,1.0,56.0,"2025-11-24 10:00",121.203986,24.952786,20,
觀音,桃園市,74,細懸浮微粒,普通,2.6,1,0.27,0.2,26,13,41,35,20,20.9,13,18.9,5.5,1.5,351.0,"2025-11-24 10:00",121.08283092,25.03556747,19,
大園,桃園市,58,細懸浮微粒,普通,1,1,0.32,0.2,22,11,34,31,15,15.2,16,24.2,7.7,1.2,306.0,"2025-11-24 10:00",121.20251473,25.06100357,18,
桃園,桃園市,53,細懸浮微粒,普通,2.8,1,0.5,0.3,20,14,27,26,13,13.2,21,33.8,12.3,1.4,19.0,"2025-11-24 10:00",121.30500531,24.9947107,17,
大同,臺北市,60,二氧化氮,普通,2.2,1,1.48,0.9,6,11,27,21,16,13.7,37,88.5,50.7,-,-,"2025-11-24 10:00",121.51342074,25.06331455,16,
松山,臺北市,60,細懸浮微粒,普通,2.1,1,0.41,0.3,14,12,40,27,19,15.7,27,47.5,19.8,1.4,49.0,"2025-11-24 10:00",121.578611,25.05,15,
古亭,臺北市,43,,良好,1.4,1,0.43,0.2,17,18,27,18,11,9.5,18,27.8,9.5,0.8,60.0,"2025-11-24 10:00",121.529556,25.020608,14,
萬華,臺北市,52,二氧化氮,普通,1.2,1,0.67,0.3,16,17,23,18,11,10.8,24,37.1,12.9,1.5,261.0,"2025-11-24 10:00",121.507972,25.046503,13,
中山,臺北市,55,二氧化氮,普通,1,0,0.55,0.3,12,19,26,20,15,13.1,28,48.7,20.7,1.4,357.0,"2025-11-24 10:00",121.526528,25.062361,12,
士林,臺北市,54,二氧化氮,普通,1.4,1,0.54,0.2,13,19,34,26,13,12.2,27,45.8,18.6,1.2,304.0,"2025-11-24 10:00",121.51666356,25.10334003,11,
淡水,新北市,53,懸浮微粒,普通,1.6,1,0.41,0.2,19,20,66,33,15,11.2,23,39.7,16,0.5,290.0,"2025-11-24 10:00",121.449239,25.1645,10,
林口,新北市,56,細懸浮微粒,普通,1.5,1,0.31,0.2,24,22,31,28,16,14.5,19,33.8,14.6,1.9,55.0,"2025-11-24 10:00",121.36548982,25.07798949,9,
菜寮,新北市,55,二氧化氮,普通,0.6,0,0.7,0.4,15,15,32,22,14,10.1,28,46.2,17.7,0.9,3.0,"2025-11-24 10:00",121.481028,25.06895,8,
新莊,新北市,52,二氧化氮,普通,0.7,0,0.52,0.3,24,14,29,30,16,12.6,23,33.6,10.3,1.2,282.0,"2025-11-24 10:00",121.4325,25.037972,7,
板橋,新北市,55,二氧化氮,普通,1.6,1,0.64,0.4,17,13,25,20,12,13,28,41.8,13.6,1.3,164.0,"2025-11-24 10:00",121.458667,25.012972,6,
土城,新北市,55,二氧化氮,普通,0.9,0,0.66,0.3,10,10,41,26,18,13.2,29,57.4,27.6,1.1,339.0,"2025-11-24 10:00",121.451861,24.982528,5,
新店,新北市,42,,良好,0.8,0,0.32,0.2,20,17,26,19,13,10.3,14,22.1,7.6,1.2,299.0,"2025-11-24 10:00",121.537778,24.977222,4,
汐止,新北市,58,細懸浮微粒,普通,1.8,1,0.35,0.3,15,6,32,24,17,15,22,39.2,17.1,1.5,29.0,"2025-11-24 10:00",121.64081,25.06624,2,
基隆,基隆市,45,,良好,1.2,1,0.26,0.4,28,7,25,20,11,11.2,8,13.2,4.6,2.3,82.0,"2025-11-24 10:00",121.760056,25.129167,1,
屏東(枋山),屏東縣,68,細懸浮微粒,普通,0.6,1,0.24,0.2,48,41,48,32,21,18.8,3,4.4,0.7,1.8,321.0,"2025-11-24 09:00",120.651472,22.260899,313,
臺南（南化）,臺南市,61,細懸浮微粒,普通,0.3,0,0.24,0.1,14,5,25,19,16,16.3,4,7.5,3.5,0.1,16.0,"2025-11-24 09:00",120.44583156,23.04562013,312,
新北(樹林),新北市,45,,良好,0.8,0,0.46,0.2,9,13,13,11,11,9.5,19,39,19.5,0.0,249.0,"2025-11-24 09:00",121.38352778,24.94902778,311,
